source,calendar_year,sm_league_id,league_name,tier,n_events,earliest_kickoff,latest_kickoff,n_with_final_score,n_with_any_prematch_odds
bt2_events,2023,609,Premier League,unknown,121,2023-08-02 09:00:00-05:00,2023-12-11 08:00:00-05:00,121,0
bt2_events,2023,743,Liga MX,A,144,2023-08-18 20:06:00-05:00,2023-12-17 20:30:00-05:00,144,0
bt2_events,2023,806,Premier League,unknown,125,2023-08-04 12:30:00-05:00,2023-12-31 08:30:00-05:00,125,0
bt2_events,2023,809,Ligue 1,unknown,81,2023-09-15 10:00:00-05:00,2023-12-29 12:00:00-05:00,81,0
bt2_events,2023,827,Ligue 1,unknown,120,2023-10-07 11:00:00-05:00,2023-12-30 10:30:00-05:00,120,0
bt2_events,2023,830,Premier League,unknown,83,2023-09-18 11:00:00-05:00,2023-12-30 12:00:00-05:00,83,0
bt2_events,2023,860,Botola Pro,unknown,103,2023-08-25 15:30:00-05:00,2023-12-29 14:00:00-05:00,103,0
bt2_events,2023,902,Persian Gulf Pro League,unknown,116,2023-08-09 10:30:00-05:00,2023-12-31 06:30:00-05:00,116,0
bt2_events,2023,938,Stars League,unknown,72,2023-08-16 10:30:00-05:00,2023-12-21 11:30:00-05:00,72,0
bt2_events,2023,944,Pro League,unknown,170,2023-08-11 13:00:00-05:00,2023-12-30 13:00:00-05:00,170,0
bt2_events,2023,950,Kings Cup,unknown,27,2023-09-24 10:00:00-05:00,2023-12-11 13:00:00-05:00,27,0
bt2_events,2023,959,UAE Pro League,unknown,84,2023-08-18 09:00:00-05:00,2023-12-24 10:30:00-05:00,84,0
bt2_events,2023,1007,Indian Super League,unknown,68,2023-09-21 09:30:00-05:00,2023-12-29 09:30:00-05:00,68,0
bt2_events,2023,1073,V-League,unknown,56,2023-10-20 06:00:00-05:00,2023-12-27 07:15:00-05:00,56,0
bt2_events,2023,1085,AFC Champions League Elite,unknown,133,2023-08-15 06:30:00-05:00,2023-12-13 05:00:00-05:00,133,0
bt2_events,2023,1088,AFC Champions League Two,unknown,121,2023-08-08 06:45:00-05:00,2023-12-14 09:00:00-05:00,117,0
bt2_events,2023,1107,CAF Champions League,unknown,107,2023-08-18 08:00:00-05:00,2023-12-20 08:00:00-05:00,105,0
bt2_events,2023,1356,A-League Men,unknown,59,2023-10-20 03:45:00-05:00,2023-12-31 03:00:00-05:00,59,0
bt2_events,2023,1658,Copa de la Superliga,unknown,204,2023-08-17 17:30:00-05:00,2023-12-16 19:00:00-05:00,204,0
bt2_events,2024,8,Premier League,S,372,2024-01-01 15:00:00-05:00,2024-12-30 15:00:00-05:00,372,0
bt2_events,2024,9,Championship,B,541,2024-01-01 07:30:00-05:00,2024-12-29 15:00:00-05:00,541,0
bt2_events,2024,12,League One,unknown,537,2024-01-01 10:00:00-05:00,2024-12-29 10:00:00-05:00,537,0
bt2_events,2024,14,League Two,unknown,533,2024-01-01 10:00:00-05:00,2024-12-30 15:00:00-05:00,533,0
bt2_events,2024,17,Enterprise National League,unknown,536,2024-01-01 10:00:00-05:00,2024-12-31 10:00:00-05:00,535,0
bt2_events,2024,23,Community Shield,unknown,1,2024-08-10 09:00:00-05:00,2024-08-10 09:00:00-05:00,1,0
bt2_events,2024,24,FA Cup,unknown,885,2024-01-04 15:00:00-05:00,2024-12-01 10:15:00-05:00,885,0
bt2_events,2024,27,Carabao Cup,unknown,93,2024-01-09 15:00:00-05:00,2024-12-19 15:00:00-05:00,93,0
bt2_events,2024,72,Eredivisie,A,317,2024-01-12 14:00:00-05:00,2024-12-22 10:45:00-05:00,317,0
bt2_events,2024,74,Eerste Divisie,unknown,381,2024-01-12 14:00:00-05:00,2024-12-23 14:00:00-05:00,381,0
bt2_events,2024,78,KNVB Beker,unknown,110,2024-01-16 12:45:00-05:00,2024-12-19 15:00:00-05:00,110,0
bt2_events,2024,82,Bundesliga,S,298,2024-01-12 14:30:00-05:00,2024-12-22 11:30:00-05:00,298,0
bt2_events,2024,85,2. Bundesliga,B,306,2024-01-19 12:30:00-05:00,2024-12-22 07:30:00-05:00,306,0
bt2_events,2024,88,3. Liga,unknown,373,2024-01-19 13:00:00-05:00,2024-12-22 13:30:00-05:00,373,0
bt2_events,2024,109,DFB Pokal,unknown,63,2024-01-30 14:45:00-05:00,2024-12-04 14:45:00-05:00,63,0
bt2_events,2024,181,Admiral Bundesliga,unknown,189,2024-02-09 14:30:00-05:00,2024-12-14 11:00:00-05:00,189,0
bt2_events,2024,208,Pro League,A,313,2024-01-19 14:45:00-05:00,2024-12-27 14:45:00-05:00,313,0
bt2_events,2024,211,Challenger Pro League,unknown,246,2024-01-12 14:00:00-05:00,2024-12-22 13:15:00-05:00,245,0
bt2_events,2024,229,First League,unknown,276,2024-02-16 10:30:00-05:00,2024-12-19 10:00:00-05:00,276,0
bt2_events,2024,244,1. HNL,unknown,178,2024-01-23 11:00:00-05:00,2024-12-22 11:30:00-05:00,178,0
bt2_events,2024,262,Chance Liga,unknown,281,2024-02-10 09:00:00-05:00,2024-12-15 12:30:00-05:00,281,0
bt2_events,2024,271,Superliga,unknown,193,2024-02-16 13:00:00-05:00,2024-12-02 13:00:00-05:00,193,0
bt2_events,2024,274,First Division,unknown,192,2024-02-23 13:00:00-05:00,2024-12-02 12:30:00-05:00,192,0
bt2_events,2024,292,Veikkausliiga,unknown,167,2024-04-06 07:00:00-05:00,2024-11-02 07:30:00-05:00,167,0
bt2_events,2024,301,Ligue 1,S,289,2024-01-12 15:00:00-05:00,2024-12-18 15:00:00-05:00,289,0
bt2_events,2024,304,Ligue 2,B,336,2024-01-13 09:00:00-05:00,2024-12-16 14:45:00-05:00,336,0
bt2_events,2024,307,Coupe de France,unknown,231,2024-01-05 12:00:00-05:00,2024-12-22 15:00:00-05:00,231,0
bt2_events,2024,325,Super League,unknown,247,2024-01-03 09:00:00-05:00,2024-12-23 11:00:00-05:00,247,0
bt2_events,2024,334,NB I,unknown,197,2024-02-02 14:00:00-05:00,2024-12-15 09:30:00-05:00,197,0
bt2_events,2024,360,Premier Division,unknown,180,2024-02-16 14:45:00-05:00,2024-11-01 14:45:00-05:00,180,0
bt2_events,2024,372,Ligat ha'Al,unknown,258,2024-01-02 12:00:00-05:00,2024-12-31 13:00:00-05:00,258,0
bt2_events,2024,384,Serie A,S,378,2024-01-05 14:45:00-05:00,2024-12-30 14:45:00-05:00,378,0
bt2_events,2024,387,Serie B,B,400,2024-01-12 14:30:00-05:00,2024-12-29 13:30:00-05:00,400,0
bt2_events,2024,390,Coppa Italia,unknown,49,2024-01-02 15:00:00-05:00,2024-12-19 15:00:00-05:00,49,0
bt2_events,2024,444,Eliteserien,unknown,240,2024-03-31 11:00:00-05:00,2024-12-01 11:00:00-05:00,240,0
bt2_events,2024,453,Ekstraklasa,A,300,2024-02-09 12:00:00-05:00,2024-12-14 11:30:00-05:00,300,0
bt2_events,2024,462,Liga Portugal,A,315,2024-01-05 13:45:00-05:00,2024-12-30 15:15:00-05:00,315,0
bt2_events,2024,465,Liga Portugal 2,unknown,308,2024-01-06 06:00:00-05:00,2024-12-29 10:30:00-05:00,308,0
bt2_events,2024,468,Taça De Portugal,unknown,151,2024-01-09 13:45:00-05:00,2024-12-21 09:00:00-05:00,151,0
bt2_events,2024,474,Superliga,unknown,317,2024-01-19 10:00:00-05:00,2024-12-23 13:00:00-05:00,317,0
bt2_events,2024,486,Premier League,unknown,240,2024-03-01 11:00:00-05:00,2024-12-08 11:30:00-05:00,240,0
bt2_events,2024,489,FNL,unknown,315,2024-03-02 03:30:00-05:00,2024-12-01 11:30:00-05:00,315,0
bt2_events,2024,492,Russian Cup,unknown,171,2024-03-12 10:00:00-05:00,2024-11-28 11:30:00-05:00,171,0
bt2_events,2024,501,Premiership,A,227,2024-01-02 10:00:00-05:00,2024-12-29 12:15:00-05:00,227,0
bt2_events,2024,513,Premiership Play-Offs,unknown,6,2024-05-07 13:45:00-05:00,2024-05-26 06:00:00-05:00,6,0
bt2_events,2024,531,Super Liga,unknown,304,2024-02-09 09:30:00-05:00,2024-12-26 07:00:00-05:00,304,0
bt2_events,2024,540,Niké Liga,unknown,192,2024-02-09 11:30:00-05:00,2024-12-15 09:30:00-05:00,192,0
bt2_events,2024,564,La Liga,S,381,2024-01-02 11:00:00-05:00,2024-12-22 15:00:00-05:00,381,0
bt2_events,2024,567,La Liga 2,B,466,2024-01-12 14:30:00-05:00,2024-12-22 15:00:00-05:00,466,0
bt2_events,2024,570,Copa Del Rey,unknown,126,2024-01-06 10:00:00-05:00,2024-12-05 15:00:00-05:00,126,0
bt2_events,2024,573,Allsvenskan,A,240,2024-03-30 09:00:00-05:00,2024-11-10 09:15:00-05:00,240,0
bt2_events,2024,591,Super League,unknown,228,2024-01-20 12:00:00-05:00,2024-12-15 10:30:00-05:00,228,0
bt2_events,2024,600,Super Lig,A,363,2024-01-05 09:00:00-05:00,2024-12-23 12:00:00-05:00,363,0
bt2_events,2024,603,1. Lig,unknown,328,2024-01-12 12:00:00-05:00,2024-12-23 12:00:00-05:00,328,0
bt2_events,2024,609,Premier League,unknown,246,2024-02-23 08:30:00-05:00,2024-12-16 06:00:00-05:00,246,0
bt2_events,2024,636,Liga Profesional de Fútbol,A,379,2024-04-28 13:30:00-05:00,2024-12-16 19:00:00-05:00,379,0
bt2_events,2024,648,Serie A,A,380,2024-04-13 16:30:00-05:00,2024-12-08 14:00:00-05:00,380,0
bt2_events,2024,651,Serie B,unknown,380,2024-04-19 17:00:00-05:00,2024-11-24 16:30:00-05:00,378,0
bt2_events,2024,654,Copa do Brasil,unknown,122,2024-02-20 14:30:00-05:00,2024-11-10 14:00:00-05:00,122,0
bt2_events,2024,663,Primera Division,A,240,2024-02-16 19:30:00-05:00,2024-11-10 14:00:00-05:00,240,0
bt2_events,2024,672,Liga BetPlay,A,432,2024-01-19 18:00:00-05:00,2024-12-22 18:00:00-05:00,432,0
bt2_events,2024,743,Liga MX,A,340,2024-01-12 20:00:00-05:00,2024-12-15 20:00:00-05:00,340,0
bt2_events,2024,764,Primera Division,unknown,306,2024-01-26 15:00:00-05:00,2024-11-03 15:00:00-05:00,306,0
bt2_events,2024,770,Primera Division,unknown,297,2024-02-16 18:30:00-05:00,2024-12-02 17:00:00-05:00,297,0
bt2_events,2024,779,Major League Soccer,A,522,2024-02-21 20:00:00-05:00,2024-12-07 16:00:00-05:00,522,0
bt2_events,2024,806,Premier League,unknown,201,2024-02-16 12:30:00-05:00,2024-12-29 10:45:00-05:00,200,0
bt2_events,2024,809,Ligue 1,unknown,267,2024-01-05 09:15:00-05:00,2024-12-28 09:00:00-05:00,267,0
bt2_events,2024,827,Ligue 1,unknown,240,2024-02-24 10:30:00-05:00,2024-12-31 13:00:00-05:00,240,0
bt2_events,2024,830,Premier League,unknown,283,2024-01-01 09:00:00-05:00,2024-12-31 08:00:00-05:00,283,0
bt2_events,2024,860,Botola Pro,unknown,265,2024-01-03 10:00:00-05:00,2024-12-29 14:00:00-05:00,265,0
bt2_events,2024,902,Persian Gulf Pro League,unknown,236,2024-01-01 07:00:00-05:00,2024-12-27 09:30:00-05:00,236,0
bt2_events,2024,938,Stars League,unknown,126,2024-02-24 10:00:00-05:00,2024-12-08 11:30:00-05:00,126,0
bt2_events,2024,944,Pro League,unknown,253,2024-02-07 13:00:00-05:00,2024-12-07 12:00:00-05:00,253,0
bt2_events,2024,950,Kings Cup,unknown,28,2024-02-04 10:15:00-05:00,2024-10-30 10:05:00-05:00,28,0
bt2_events,2024,959,UAE Pro League,unknown,167,2024-02-13 08:25:00-05:00,2024-12-17 10:30:00-05:00,167,0
bt2_events,2024,968,J1 League,A,380,2024-02-23 00:00:00-05:00,2024-12-08 00:00:00-05:00,380,0
bt2_events,2024,989,Super League,unknown,240,2024-03-01 05:00:00-05:00,2024-11-02 02:30:00-05:00,240,0
bt2_events,2024,1007,Indian Super League,unknown,155,2024-01-31 09:00:00-05:00,2024-12-30 09:00:00-05:00,155,0
bt2_events,2024,1034,K League 1,A,228,2024-03-01 00:00:00-05:00,2024-11-24 00:00:00-05:00,228,0
bt2_events,2024,1073,V-League,unknown,189,2024-02-17 06:00:00-05:00,2024-11-20 07:15:00-05:00,189,0
bt2_events,2024,1085,AFC Champions League Elite,unknown,105,2024-02-13 05:00:00-05:00,2024-12-04 07:00:00-05:00,105,0
bt2_events,2024,1088,AFC Champions League Two,unknown,113,2024-02-12 11:00:00-05:00,2024-12-05 07:00:00-05:00,108,0
bt2_events,2024,1107,CAF Champions League,unknown,141,2024-02-16 14:00:00-05:00,2024-12-22 11:00:00-05:00,140,0
bt2_events,2024,1116,Copa Sudamericana,B,157,2024-03-05 17:00:00-05:00,2024-11-23 15:00:00-05:00,157,0
bt2_events,2024,1122,Copa Libertadores,A,155,2024-02-06 19:30:00-05:00,2024-11-30 15:00:00-05:00,155,0
bt2_events,2024,1123,OFC Champions League,unknown,35,2024-02-07 22:00:00-05:00,2024-05-24 23:00:00-05:00,35,0
bt2_events,2024,1128,Super Cup,unknown,1,2024-07-20 13:00:00-05:00,2024-07-20 13:00:00-05:00,1,0
bt2_events,2024,1328,UEFA Super Cup,unknown,1,2024-08-14 14:00:00-05:00,2024-08-14 14:00:00-05:00,1,0
bt2_events,2024,1356,A-League Men,unknown,170,2024-01-01 01:00:00-05:00,2024-12-31 03:00:00-05:00,170,0
bt2_events,2024,1452,FIFA Intercontinental Cup,unknown,5,2024-09-22 11:00:00-05:00,2024-12-18 12:00:00-05:00,5,0
bt2_events,2024,1502,Super Cup,unknown,1,2024-03-13 19:10:00-05:00,2024-03-13 19:10:00-05:00,1,0
bt2_events,2024,1658,Copa de la Superliga,unknown,202,2024-01-25 17:00:00-05:00,2024-05-05 13:30:00-05:00,202,0
bt2_events,2024,1673,Ligue 1 Play-offs,unknown,2,2024-05-30 13:30:00-05:00,2024-06-02 10:00:00-05:00,2,0
bt2_events,2024,1681,Super League Play-offs,unknown,2,2024-05-26 09:30:00-05:00,2024-05-31 13:30:00-05:00,2,0
bt2_events,2024,1682,Parva Liga - Play-offs,unknown,1,2024-05-30 11:00:00-05:00,2024-05-30 11:00:00-05:00,1,0
bt2_events,2024,1691,Premier League - Playoffs,unknown,7,2024-05-29 07:30:00-05:00,2024-07-30 10:00:00-05:00,7,0
bt2_events,2024,1989,Qatar Prince Cup,unknown,3,2024-05-01 09:15:00-05:00,2024-05-04 11:00:00-05:00,3,0
bt2_events,2024,1990,Super Cup,unknown,1,2024-12-13 10:45:00-05:00,2024-12-13 10:45:00-05:00,1,0
bt2_events,2025,8,Premier League,S,192,2025-01-01 12:30:00-05:00,2025-05-25 10:00:00-05:00,192,0
bt2_events,2025,9,Championship,B,273,2025-01-01 07:30:00-05:00,2025-05-24 09:01:00-05:00,273,0
bt2_events,2025,12,League One,unknown,293,2025-01-01 10:00:00-05:00,2025-05-25 07:01:00-05:00,293,0
bt2_events,2025,14,League Two,unknown,291,2025-01-01 10:00:00-05:00,2025-05-26 09:01:00-05:00,291,0
bt2_events,2025,17,Enterprise National League,unknown,273,2025-01-01 10:00:00-05:00,2025-05-21 13:45:00-05:00,273,0
bt2_events,2025,24,FA Cup,unknown,63,2025-01-09 14:00:00-05:00,2025-05-17 10:30:00-05:00,63,0
bt2_events,2025,27,Carabao Cup,unknown,5,2025-01-07 15:00:00-05:00,2025-03-16 11:30:00-05:00,5,0
bt2_events,2025,72,Eredivisie,A,157,2025-01-10 14:00:00-05:00,2025-05-25 11:00:00-05:00,157,0
bt2_events,2025,74,Eerste Divisie,unknown,180,2025-01-10 14:00:00-05:00,2025-05-09 13:00:00-05:00,180,0
bt2_events,2025,78,KNVB Beker,unknown,15,2025-01-14 12:45:00-05:00,2025-04-21 11:00:00-05:00,15,0
bt2_events,2025,82,Bundesliga,S,171,2025-01-10 14:45:00-05:00,2025-05-17 08:30:00-05:00,171,0
bt2_events,2025,85,2. Bundesliga,B,153,2025-01-17 12:30:00-05:00,2025-05-18 08:30:00-05:00,153,0
bt2_events,2025,88,3. Liga,unknown,190,2025-01-17 13:00:00-05:00,2025-05-17 06:30:00-05:00,190,0
bt2_events,2025,109,DFB Pokal,unknown,7,2025-02-04 14:45:00-05:00,2025-05-24 13:00:00-05:00,7,0
bt2_events,2025,181,Admiral Bundesliga,unknown,98,2025-02-07 14:30:00-05:00,2025-05-29 10:00:00-05:00,98,0
bt2_events,2025,208,Pro League,A,152,2025-01-10 14:45:00-05:00,2025-05-25 11:30:00-05:00,152,0
bt2_events,2025,211,Challenger Pro League,unknown,118,2025-01-11 14:00:00-05:00,2025-05-11 09:00:00-05:00,107,0
bt2_events,2025,229,First League,unknown,140,2025-02-07 10:30:00-05:00,2025-05-26 12:45:00-05:00,140,0
bt2_events,2025,244,1. HNL,unknown,90,2025-01-24 12:00:00-05:00,2025-05-25 10:00:00-05:00,90,0
bt2_events,2025,262,Chance Liga,unknown,124,2025-02-01 07:30:00-05:00,2025-05-25 09:00:00-05:00,124,0
bt2_events,2025,271,Superliga,unknown,90,2025-02-14 13:00:00-05:00,2025-05-25 10:00:00-05:00,90,0
bt2_events,2025,274,First Division,unknown,84,2025-02-21 12:30:00-05:00,2025-05-23 12:00:00-05:00,84,0
bt2_events,2025,292,Veikkausliiga,unknown,56,2025-04-05 07:00:00-05:00,2025-05-31 11:00:00-05:00,56,0
bt2_events,2025,301,Ligue 1,S,170,2025-01-03 15:00:00-05:00,2025-05-17 14:00:00-05:00,170,0
bt2_events,2025,304,Ligue 2,B,164,2025-01-03 14:00:00-05:00,2025-05-17 10:00:00-05:00,164,0
bt2_events,2025,307,Coupe de France,unknown,32,2025-01-14 14:45:00-05:00,2025-05-24 14:00:00-05:00,31,0
bt2_events,2025,325,Super League,unknown,124,2025-01-04 10:00:00-05:00,2025-05-22 12:00:00-05:00,124,0
bt2_events,2025,334,NB I,unknown,97,2025-02-01 08:30:00-05:00,2025-05-25 07:15:00-05:00,97,0
bt2_events,2025,360,Premier Division,unknown,92,2025-02-14 14:45:00-05:00,2025-05-30 14:00:00-05:00,92,0
bt2_events,2025,372,Ligat ha'Al,unknown,132,2025-01-01 12:45:00-05:00,2025-05-24 12:30:00-05:00,132,0
bt2_events,2025,384,Serie A,S,202,2025-01-04 09:00:00-05:00,2025-05-25 13:45:00-05:00,202,0
bt2_events,2025,387,Serie B,B,187,2025-01-12 06:30:00-05:00,2025-05-29 13:30:00-05:00,187,0
bt2_events,2025,390,Coppa Italia,unknown,9,2025-02-04 15:00:00-05:00,2025-05-14 14:00:00-05:00,9,0
bt2_events,2025,444,Eliteserien,unknown,72,2025-03-29 10:00:00-05:00,2025-05-31 11:45:00-05:00,72,0
bt2_events,2025,453,Ekstraklasa,A,144,2025-01-31 12:00:00-05:00,2025-05-24 10:30:00-05:00,144,0
bt2_events,2025,462,Liga Portugal,A,162,2025-01-03 15:15:00-05:00,2025-05-17 12:00:00-05:00,162,0
bt2_events,2025,465,Liga Portugal 2,unknown,168,2025-01-04 06:00:00-05:00,2025-05-17 08:00:00-05:00,168,0
bt2_events,2025,468,Taça De Portugal,unknown,14,2025-01-12 09:00:00-05:00,2025-05-25 11:15:00-05:00,14,0
bt2_events,2025,474,Superliga,unknown,147,2025-01-17 10:00:00-05:00,2025-05-24 13:00:00-05:00,147,0
bt2_events,2025,486,Premier League,unknown,96,2025-02-28 11:00:00-05:00,2025-05-24 08:30:00-05:00,96,0
bt2_events,2025,489,FNL,unknown,117,2025-03-01 02:00:00-05:00,2025-05-24 05:00:00-05:00,117,0
bt2_events,2025,492,Russian Cup,unknown,15,2025-03-11 11:00:00-05:00,2025-05-15 12:00:00-05:00,15,0
bt2_events,2025,501,Premiership,A,112,2025-01-02 10:00:00-05:00,2025-05-18 09:00:00-05:00,112,0
bt2_events,2025,513,Premiership Play-Offs,unknown,6,2025-05-06 13:45:00-05:00,2025-05-26 14:00:00-05:00,6,0
bt2_events,2025,531,Super Liga,unknown,136,2025-01-31 11:00:00-05:00,2025-05-25 12:00:00-05:00,136,0
bt2_events,2025,540,Niké Liga,unknown,86,2025-02-08 09:30:00-05:00,2025-05-20 13:00:00-05:00,86,0
bt2_events,2025,564,La Liga,S,199,2025-01-03 15:00:00-05:00,2025-05-25 14:00:00-05:00,199,0
bt2_events,2025,567,La Liga 2,B,225,2025-01-07 15:30:00-05:00,2025-05-31 11:30:00-05:00,225,0
bt2_events,2025,570,Copa Del Rey,unknown,33,2025-01-03 13:00:00-05:00,2025-04-26 15:00:00-05:00,33,0
bt2_events,2025,573,Allsvenskan,A,93,2025-03-29 09:00:00-05:00,2025-05-31 08:00:00-05:00,93,0
bt2_events,2025,591,Super League,unknown,120,2025-01-18 12:00:00-05:00,2025-05-24 11:00:00-05:00,120,0
bt2_events,2025,600,Super Lig,A,187,2025-01-03 12:00:00-05:00,2025-05-31 11:00:00-05:00,187,0
bt2_events,2025,603,1. Lig,unknown,215,2025-01-03 12:00:00-05:00,2025-05-29 12:00:00-05:00,215,0
bt2_events,2025,609,Premier League,unknown,106,2025-02-21 08:30:00-05:00,2025-05-25 10:00:00-05:00,106,0
bt2_events,2025,636,Liga Profesional de Fútbol,A,254,2025-01-23 17:00:00-05:00,2025-05-25 14:00:00-05:00,254,0
bt2_events,2025,648,Serie A,A,100,2025-03-29 16:30:00-05:00,2025-05-31 16:30:00-05:00,100,0
bt2_events,2025,651,Serie B,unknown,95,2025-04-04 17:00:00-05:00,2025-05-31 18:30:00-05:00,95,0
bt2_events,2025,654,Copa do Brasil,unknown,92,2025-02-18 16:00:00-05:00,2025-05-22 19:30:00-05:00,92,0
bt2_events,2025,663,Primera Division,A,95,2025-02-14 19:00:00-05:00,2025-05-31 14:00:00-05:00,95,0
bt2_events,2025,672,Liga BetPlay,A,201,2025-01-24 19:20:00-05:00,2025-05-31 17:30:00-05:00,201,0
bt2_events,2025,743,Liga MX,A,170,2025-01-10 20:00:00-05:00,2025-05-25 20:00:00-05:00,170,0
bt2_events,2025,764,Primera Division,unknown,122,2025-02-07 15:00:00-05:00,2025-05-25 18:00:00-05:00,122,0
bt2_events,2025,770,Primera Division,unknown,131,2025-01-31 17:00:00-05:00,2025-05-31 18:00:00-05:00,131,0
bt2_events,2025,779,Major League Soccer,A,243,2025-02-22 16:45:00-05:00,2025-05-31 18:30:00-05:00,243,0
bt2_events,2025,806,Premier League,unknown,154,2025-01-04 08:30:00-05:00,2025-05-29 05:00:00-05:00,148,0
bt2_events,2025,809,Ligue 1,unknown,107,2025-01-01 10:00:00-05:00,2025-05-30 11:00:00-05:00,107,0
bt2_events,2025,827,Ligue 1,unknown,120,2025-02-01 10:30:00-05:00,2025-05-19 13:00:00-05:00,120,0
bt2_events,2025,830,Premier League,unknown,165,2025-01-01 10:00:00-05:00,2025-05-31 12:00:00-05:00,165,0
bt2_events,2025,860,Botola Pro,unknown,112,2025-01-03 14:00:00-05:00,2025-05-12 14:00:00-05:00,112,0
bt2_events,2025,902,Persian Gulf Pro League,unknown,128,2025-01-01 06:30:00-05:00,2025-05-15 11:30:00-05:00,128,0
bt2_events,2025,938,Stars League,unknown,66,2025-01-10 08:15:00-05:00,2025-04-18 10:30:00-05:00,66,0
bt2_events,2025,944,Pro League,unknown,189,2025-01-09 09:45:00-05:00,2025-05-26 13:00:00-05:00,189,0
bt2_events,2025,950,Kings Cup,unknown,7,2025-01-06 07:30:00-05:00,2025-05-30 13:00:00-05:00,7,0
bt2_events,2025,959,UAE Pro League,unknown,113,2025-01-05 07:55:00-05:00,2025-05-25 11:00:00-05:00,113,0
bt2_events,2025,968,J1 League,A,186,2025-02-14 05:00:00-05:00,2025-05-31 05:00:00-05:00,186,0
bt2_events,2025,989,Super League,unknown,101,2025-02-22 06:35:00-05:00,2025-05-17 07:00:00-05:00,101,0
bt2_events,2025,1007,Indian Super League,unknown,79,2025-01-02 09:00:00-05:00,2025-04-12 09:00:00-05:00,79,0
bt2_events,2025,1034,K League 1,A,101,2025-02-14 23:00:00-05:00,2025-05-31 05:00:00-05:00,101,0
bt2_events,2025,1073,V-League,unknown,104,2025-01-14 06:00:00-05:00,2025-05-30 06:00:00-05:00,104,0
bt2_events,2025,1085,AFC Champions League Elite,unknown,47,2025-02-03 09:00:00-05:00,2025-05-03 11:30:00-05:00,47,0
bt2_events,2025,1088,AFC Champions League Two,unknown,29,2025-02-11 09:00:00-05:00,2025-05-18 07:00:00-05:00,29,0
bt2_events,2025,1107,CAF Champions League,unknown,37,2025-01-03 14:00:00-05:00,2025-05-24 08:00:00-05:00,37,0
bt2_events,2025,1116,Copa Sudamericana,B,112,2025-03-04 19:30:00-05:00,2025-05-29 19:30:00-05:00,112,0
bt2_events,2025,1122,Copa Libertadores,A,126,2025-02-04 19:30:00-05:00,2025-05-29 19:30:00-05:00,126,0
bt2_events,2025,1123,OFC Champions League,unknown,18,2025-02-08 20:00:00-05:00,2025-04-12 02:00:00-05:00,18,0
bt2_events,2025,1251,Super Cup,unknown,3,2025-01-08 14:00:00-05:00,2025-01-12 14:00:00-05:00,3,0
bt2_events,2025,1356,A-League Men,unknown,116,2024-12-31 23:00:00-05:00,2025-05-31 04:40:00-05:00,116,0
bt2_events,2025,1673,Ligue 1 Play-offs,unknown,2,2025-05-21 13:00:00-05:00,2025-05-29 13:30:00-05:00,2,0
bt2_events,2025,1681,Super League Play-offs,unknown,2,2025-05-27 13:30:00-05:00,2025-05-30 13:30:00-05:00,2,0
bt2_events,2025,1682,Parva Liga - Play-offs,unknown,3,2025-05-29 11:00:00-05:00,2025-05-31 10:30:00-05:00,3,0
bt2_events,2025,1691,Premier League - Playoffs,unknown,2,2025-05-29 07:30:00-05:00,2025-05-29 10:00:00-05:00,2,0
bt2_events,2025,1798,Supercopa do Brasil,unknown,1,2025-02-02 14:00:00-05:00,2025-02-02 14:00:00-05:00,1,0
bt2_events,2025,1989,Qatar Prince Cup,unknown,3,2025-04-22 11:00:00-05:00,2025-05-10 11:00:00-05:00,3,0
bt2_events,2026,8,Premier League,S,23,2026-04-10 14:00:00-05:00,2026-04-22 14:00:00-05:00,15,22
bt2_events,2026,9,Championship,B,38,2026-04-10 14:00:00-05:00,2026-04-22 13:45:00-05:00,2,18
bt2_events,2026,72,Eredivisie,A,10,2026-04-10 13:00:00-05:00,2026-04-22 13:00:00-05:00,0,10
bt2_events,2026,82,Bundesliga,S,225,2026-04-05 21:07:00-05:00,2026-04-19 12:30:00-05:00,10,99
bt2_events,2026,85,2. Bundesliga,B,18,2026-04-10 11:30:00-05:00,2026-04-19 06:30:00-05:00,0,9
bt2_events,2026,208,Pro League,A,21,2026-04-10 13:45:00-05:00,2026-04-22 13:30:00-05:00,1,11
bt2_events,2026,301,Ligue 1,S,17,2026-04-10 12:00:00-05:00,2026-04-22 12:00:00-05:00,11,16
bt2_events,2026,304,Ligue 2,B,18,2026-04-10 13:00:00-05:00,2026-04-20 13:45:00-05:00,1,9
bt2_events,2026,384,Serie A,S,20,2026-04-10 13:45:00-05:00,2026-04-20 13:45:00-05:00,13,18
bt2_events,2026,387,Serie B,B,21,2026-04-10 13:30:00-05:00,2026-04-19 12:30:00-05:00,1,11
bt2_events,2026,453,Ekstraklasa,A,18,2026-04-10 11:00:00-05:00,2026-04-20 12:00:00-05:00,2,10
bt2_events,2026,462,Liga Portugal,A,18,2026-04-10 14:45:00-05:00,2026-04-20 14:15:00-05:00,3,11
bt2_events,2026,501,Premiership,A,6,2026-04-11 09:00:00-05:00,2026-04-12 06:00:00-05:00,0,6
bt2_events,2026,564,La Liga,S,17,2026-04-10 14:00:00-05:00,2026-04-22 14:30:00-05:00,5,13
bt2_events,2026,567,La Liga 2,B,22,2026-04-10 13:30:00-05:00,2026-04-20 13:30:00-05:00,1,11
bt2_events,2026,573,Allsvenskan,A,20,2026-04-11 08:00:00-05:00,2026-04-22 12:00:00-05:00,2,8
