calendar_year,calendar_month,sm_league_id,league_name,tier,n_events,n_with_final_score,n_with_any_prematch_odds
2023,8,8,Premier League,S,29,29,0
2023,8,9,Championship,B,48,48,0
2023,8,12,League One,unknown,60,60,0
2023,8,14,League Two,unknown,59,59,0
2023,8,17,Enterprise National League,unknown,72,72,0
2023,8,24,FA Cup,unknown,413,411,0
2023,8,27,Carabao Cup,unknown,60,60,0
2023,8,72,Eredivisie,A,23,23,0
2023,8,74,Eerste Divisie,unknown,29,29,0
2023,8,78,KNVB Beker,unknown,30,30,0
2023,8,82,Bundesliga,S,18,18,0
2023,8,85,2. Bundesliga,B,27,27,0
2023,8,88,3. Liga,unknown,40,40,0
2023,8,109,DFB Pokal,unknown,30,30,0
2023,8,181,Admiral Bundesliga,unknown,24,24,0
2023,8,208,Pro League,A,29,29,0
2023,8,211,Challenger Pro League,unknown,23,23,0
2023,8,229,First League,unknown,30,30,0
2023,8,244,1. HNL,unknown,16,16,0
2023,8,262,Chance Liga,unknown,31,31,0
2023,8,271,Superliga,unknown,24,24,0
2023,8,274,First Division,unknown,30,30,0
2023,8,301,Ligue 1,S,27,27,0
2023,8,304,Ligue 2,B,40,40,0
2023,8,325,Super League,unknown,12,12,0
2023,8,334,NB I,unknown,22,22,0
2023,8,372,Ligat ha'Al,unknown,6,6,0
2023,8,384,Serie A,S,20,20,0
2023,8,387,Serie B,B,24,24,0
2023,8,390,Coppa Italia,unknown,20,20,0
2023,8,453,Ekstraklasa,A,33,33,0
2023,8,462,Liga Portugal,A,26,26,0
2023,8,465,Liga Portugal 2,unknown,27,27,0
2023,8,474,Superliga,unknown,28,28,0
2023,8,486,Premier League,unknown,32,32,0
2023,8,489,FNL,unknown,36,36,0
2023,8,492,Russian Cup,unknown,62,61,0
2023,8,501,Premiership,A,18,18,0
2023,8,531,Super Liga,unknown,31,31,0
2023,8,540,Niké Liga,unknown,21,21,0
2023,8,564,La Liga,S,30,30,0
2023,8,567,La Liga 2,B,33,33,0
2023,8,591,Super League,unknown,16,16,0
2023,8,600,Super Lig,A,27,27,0
2023,8,603,1. Lig,unknown,27,27,0
2023,8,609,Premier League,unknown,29,29,0
2023,8,743,Liga MX,A,26,26,0
2023,8,806,Premier League,unknown,40,40,0
2023,8,860,Botola Pro,unknown,8,8,0
2023,8,902,Persian Gulf Pro League,unknown,31,31,0
2023,8,938,Stars League,unknown,12,12,0
2023,8,944,Pro League,unknown,36,36,0
2023,8,959,UAE Pro League,unknown,14,14,0
2023,8,1085,AFC Champions League Elite,unknown,13,13,0
2023,8,1088,AFC Champions League Two,unknown,13,13,0
2023,8,1107,CAF Champions League,unknown,44,42,0
2023,8,1658,Copa de la Superliga,unknown,27,27,0
2023,9,8,Premier League,S,38,38,0
2023,9,9,Championship,B,59,59,0
2023,9,12,League One,unknown,53,53,0
2023,9,14,League Two,unknown,59,59,0
2023,9,17,Enterprise National League,unknown,84,84,0
2023,9,24,FA Cup,unknown,270,270,0
2023,9,27,Carabao Cup,unknown,16,16,0
2023,9,72,Eredivisie,A,34,34,0
2023,9,74,Eerste Divisie,unknown,47,47,0
2023,9,78,KNVB Beker,unknown,21,21,0
2023,9,82,Bundesliga,S,34,34,0
2023,9,85,2. Bundesliga,B,33,33,0
2023,9,88,3. Liga,unknown,38,38,0
2023,9,109,DFB Pokal,unknown,2,2,0
2023,9,181,Admiral Bundesliga,unknown,21,21,0
2023,9,208,Pro League,A,31,31,0
2023,9,211,Challenger Pro League,unknown,29,29,0
2023,9,229,First League,unknown,34,34,0
2023,9,244,1. HNL,unknown,17,17,0
2023,9,262,Chance Liga,unknown,29,29,0
2023,9,271,Superliga,unknown,19,19,0
2023,9,274,First Division,unknown,21,21,0
2023,9,301,Ligue 1,S,30,30,0
2023,9,304,Ligue 2,B,47,47,0
2023,9,325,Super League,unknown,28,28,0
2023,9,334,NB I,unknown,18,18,0
2023,9,372,Ligat ha'Al,unknown,26,26,0
2023,9,384,Serie A,S,43,43,0
2023,9,387,Serie B,B,45,45,0
2023,9,453,Ekstraklasa,A,34,34,0
2023,9,462,Liga Portugal,A,33,33,0
2023,9,465,Liga Portugal 2,unknown,21,21,0
2023,9,468,Taça De Portugal,unknown,82,82,0
2023,9,474,Superliga,unknown,28,28,0
2023,9,486,Premier League,unknown,29,29,0
2023,9,489,FNL,unknown,36,36,0
2023,9,492,Russian Cup,unknown,38,38,0
2023,9,501,Premiership,A,24,24,0
2023,9,531,Super Liga,unknown,26,26,0
2023,9,540,Niké Liga,unknown,23,23,0
2023,9,564,La Liga,S,44,44,0
2023,9,567,La Liga 2,B,49,49,0
2023,9,591,Super League,unknown,21,21,0
2023,9,600,Super Lig,A,37,37,0
2023,9,603,1. Lig,unknown,31,31,0
2023,9,609,Premier League,unknown,26,26,0
2023,9,743,Liga MX,A,34,34,0
2023,9,806,Premier League,unknown,18,18,0
2023,9,809,Ligue 1,unknown,20,20,0
2023,9,830,Premier League,unknown,17,17,0
2023,9,860,Botola Pro,unknown,25,25,0
2023,9,902,Persian Gulf Pro League,unknown,5,5,0
2023,9,938,Stars League,unknown,18,18,0
2023,9,944,Pro League,unknown,36,36,0
2023,9,950,Kings Cup,unknown,16,16,0
2023,9,959,UAE Pro League,unknown,14,14,0
2023,9,1007,Indian Super League,unknown,9,9,0
2023,9,1085,AFC Champions League Elite,unknown,20,20,0
2023,9,1088,AFC Champions League Two,unknown,18,18,0
2023,9,1107,CAF Champions League,unknown,27,27,0
2023,9,1658,Copa de la Superliga,unknown,62,62,0
2023,10,8,Premier League,S,33,33,0
2023,10,9,Championship,B,60,60,0
2023,10,12,League One,unknown,67,67,0
2023,10,14,League Two,unknown,71,71,0
2023,10,17,Enterprise National League,unknown,58,58,0
2023,10,24,FA Cup,unknown,47,47,0
2023,10,27,Carabao Cup,unknown,2,2,0
2023,10,72,Eredivisie,A,30,30,0
2023,10,74,Eerste Divisie,unknown,43,43,0
2023,10,78,KNVB Beker,unknown,12,12,0
2023,10,82,Bundesliga,S,29,29,0
2023,10,85,2. Bundesliga,B,30,30,0
2023,10,88,3. Liga,unknown,49,49,0
2023,10,109,DFB Pokal,unknown,8,8,0
2023,10,181,Admiral Bundesliga,unknown,21,21,0
2023,10,208,Pro League,A,28,28,0
2023,10,211,Challenger Pro League,unknown,27,27,0
2023,10,229,First League,unknown,30,30,0
2023,10,244,1. HNL,unknown,18,18,0
2023,10,262,Chance Liga,unknown,27,27,0
2023,10,271,Superliga,unknown,23,23,0
2023,10,274,First Division,unknown,21,21,0
2023,10,301,Ligue 1,S,31,31,0
2023,10,304,Ligue 2,B,33,33,0
2023,10,325,Super League,unknown,22,22,0
2023,10,334,NB I,unknown,20,20,0
2023,10,372,Ligat ha'Al,unknown,2,2,0
2023,10,384,Serie A,S,37,37,0
2023,10,387,Serie B,B,37,37,0
2023,10,390,Coppa Italia,unknown,3,3,0
2023,10,453,Ekstraklasa,A,31,31,0
2023,10,462,Liga Portugal,A,22,22,0
2023,10,465,Liga Portugal 2,unknown,24,24,0
2023,10,468,Taça De Portugal,unknown,31,31,0
2023,10,474,Superliga,unknown,32,32,0
2023,10,486,Premier League,unknown,27,27,0
2023,10,489,FNL,unknown,45,45,0
2023,10,492,Russian Cup,unknown,18,18,0
2023,10,501,Premiership,A,16,16,0
2023,10,531,Super Liga,unknown,29,29,0
2023,10,540,Niké Liga,unknown,21,21,0
2023,10,564,La Liga,S,35,35,0
2023,10,567,La Liga 2,B,61,61,0
2023,10,570,Copa Del Rey,unknown,16,16,0
2023,10,591,Super League,unknown,21,21,0
2023,10,600,Super Lig,A,35,35,0
2023,10,603,1. Lig,unknown,32,32,0
2023,10,609,Premier League,unknown,28,28,0
2023,10,743,Liga MX,A,39,39,0
2023,10,806,Premier League,unknown,15,15,0
2023,10,809,Ligue 1,unknown,10,10,0
2023,10,827,Ligue 1,unknown,48,48,0
2023,10,830,Premier League,unknown,25,25,0
2023,10,860,Botola Pro,unknown,22,22,0
2023,10,902,Persian Gulf Pro League,unknown,23,23,0
2023,10,938,Stars League,unknown,10,10,0
2023,10,944,Pro League,unknown,27,27,0
2023,10,950,Kings Cup,unknown,8,8,0
2023,10,959,UAE Pro League,unknown,14,14,0
2023,10,1007,Indian Super League,unknown,18,18,0
2023,10,1073,V-League,unknown,13,13,0
2023,10,1085,AFC Champions League Elite,unknown,40,40,0
2023,10,1088,AFC Champions League Two,unknown,35,34,0
2023,10,1107,CAF Champions League,unknown,5,5,0
2023,10,1356,A-League Men,unknown,12,12,0
2023,10,1658,Copa de la Superliga,unknown,63,63,0
2023,11,8,Premier League,S,30,30,0
2023,11,9,Championship,B,49,49,0
2023,11,12,League One,unknown,43,43,0
2023,11,14,League Two,unknown,46,46,0
2023,11,17,Enterprise National League,unknown,47,47,0
2023,11,24,FA Cup,unknown,48,48,0
2023,11,27,Carabao Cup,unknown,6,6,0
2023,11,72,Eredivisie,A,28,28,0
2023,11,74,Eerste Divisie,unknown,39,39,0
2023,11,78,KNVB Beker,unknown,15,15,0
2023,11,82,Bundesliga,S,27,27,0
2023,11,85,2. Bundesliga,B,27,27,0
2023,11,88,3. Liga,unknown,33,33,0
2023,11,109,DFB Pokal,unknown,8,8,0
2023,11,181,Admiral Bundesliga,unknown,18,18,0
2023,11,208,Pro League,A,24,24,0
2023,11,211,Challenger Pro League,unknown,24,24,0
2023,11,229,First League,unknown,27,27,0
2023,11,244,1. HNL,unknown,16,16,0
2023,11,262,Chance Liga,unknown,24,24,0
2023,11,271,Superliga,unknown,18,18,0
2023,11,274,First Division,unknown,18,18,0
2023,11,301,Ligue 1,S,27,27,0
2023,11,304,Ligue 2,B,30,30,0
2023,11,307,Coupe de France,unknown,87,87,0
2023,11,325,Super League,unknown,22,22,0
2023,11,334,NB I,unknown,18,18,0
2023,11,372,Ligat ha'Al,unknown,1,1,0
2023,11,384,Serie A,S,30,30,0
2023,11,387,Serie B,B,34,34,0
2023,11,390,Coppa Italia,unknown,5,5,0
2023,11,453,Ekstraklasa,A,28,28,0
2023,11,462,Liga Portugal,A,18,18,0
2023,11,465,Liga Portugal 2,unknown,27,27,0
2023,11,468,Taça De Portugal,unknown,17,17,0
2023,11,474,Superliga,unknown,24,24,0
2023,11,486,Premier League,unknown,24,24,0
2023,11,489,FNL,unknown,36,36,0
2023,11,492,Russian Cup,unknown,14,14,0
2023,11,501,Premiership,A,23,23,0
2023,11,531,Super Liga,unknown,26,26,0
2023,11,540,Niké Liga,unknown,19,19,0
2023,11,564,La Liga,S,30,30,0
2023,11,567,La Liga 2,B,44,44,0
2023,11,570,Copa Del Rey,unknown,50,50,0
2023,11,591,Super League,unknown,18,18,0
2023,11,600,Super Lig,A,31,31,0
2023,11,603,1. Lig,unknown,27,27,0
2023,11,609,Premier League,unknown,23,23,0
2023,11,743,Liga MX,A,33,33,0
2023,11,806,Premier League,unknown,24,24,0
2023,11,809,Ligue 1,unknown,24,24,0
2023,11,827,Ligue 1,unknown,54,54,0
2023,11,830,Premier League,unknown,17,17,0
2023,11,860,Botola Pro,unknown,21,21,0
2023,11,902,Persian Gulf Pro League,unknown,23,23,0
2023,11,938,Stars League,unknown,11,11,0
2023,11,944,Pro League,unknown,30,30,0
2023,11,959,UAE Pro League,unknown,14,14,0
2023,11,1007,Indian Super League,unknown,13,13,0
2023,11,1073,V-League,unknown,8,8,0
2023,11,1085,AFC Champions League Elite,unknown,40,40,0
2023,11,1088,AFC Champions League Two,unknown,36,34,0
2023,11,1107,CAF Champions League,unknown,8,8,0
2023,11,1356,A-League Men,unknown,18,18,0
2023,11,1658,Copa de la Superliga,unknown,44,44,0
2023,12,8,Premier League,S,66,66,0
2023,12,9,Championship,B,84,84,0
2023,12,12,League One,unknown,61,61,0
2023,12,14,League Two,unknown,55,55,0
2023,12,17,Enterprise National League,unknown,43,43,0
2023,12,24,FA Cup,unknown,25,25,0
2023,12,27,Carabao Cup,unknown,4,4,0
2023,12,72,Eredivisie,A,29,29,0
2023,12,74,Eerste Divisie,unknown,41,41,0
2023,12,78,KNVB Beker,unknown,15,15,0
2023,12,82,Bundesliga,S,35,35,0
2023,12,85,2. Bundesliga,B,27,27,0
2023,12,88,3. Liga,unknown,37,37,0
2023,12,109,DFB Pokal,unknown,8,8,0
2023,12,181,Admiral Bundesliga,unknown,12,12,0
2023,12,208,Pro League,A,40,40,0
2023,12,211,Challenger Pro League,unknown,25,25,0
2023,12,229,First League,unknown,17,17,0
2023,12,244,1. HNL,unknown,15,15,0
2023,12,262,Chance Liga,unknown,21,21,0
2023,12,271,Superliga,unknown,6,6,0
2023,12,274,First Division,unknown,6,6,0
2023,12,301,Ligue 1,S,38,38,0
2023,12,304,Ligue 2,B,40,40,0
2023,12,307,Coupe de France,unknown,47,47,0
2023,12,325,Super League,unknown,21,21,0
2023,12,334,NB I,unknown,19,19,0
2023,12,372,Ligat ha'Al,unknown,55,55,0
2023,12,384,Serie A,S,50,50,0
2023,12,387,Serie B,B,50,50,0
2023,12,390,Coppa Italia,unknown,4,4,0
2023,12,453,Ekstraklasa,A,26,26,0
2023,12,462,Liga Portugal,A,36,36,0
2023,12,465,Liga Portugal 2,unknown,37,37,0
2023,12,474,Superliga,unknown,32,32,0
2023,12,486,Premier League,unknown,16,16,0
2023,12,501,Premiership,A,36,36,0
2023,12,531,Super Liga,unknown,32,32,0
2023,12,540,Niké Liga,unknown,18,18,0
2023,12,564,La Liga,S,41,41,0
2023,12,567,La Liga 2,B,44,44,0
2023,12,570,Copa Del Rey,unknown,27,27,0
2023,12,591,Super League,unknown,20,20,0
2023,12,600,Super Lig,A,40,40,0
2023,12,603,1. Lig,unknown,36,36,0
2023,12,609,Premier League,unknown,15,15,0
2023,12,743,Liga MX,A,12,12,0
2023,12,806,Premier League,unknown,28,28,0
2023,12,809,Ligue 1,unknown,27,27,0
2023,12,827,Ligue 1,unknown,18,18,0
2023,12,830,Premier League,unknown,24,24,0
2023,12,860,Botola Pro,unknown,27,27,0
2023,12,902,Persian Gulf Pro League,unknown,34,34,0
2023,12,938,Stars League,unknown,21,21,0
2023,12,944,Pro League,unknown,41,41,0
2023,12,950,Kings Cup,unknown,3,3,0
2023,12,959,UAE Pro League,unknown,28,28,0
2023,12,1007,Indian Super League,unknown,28,28,0
2023,12,1073,V-League,unknown,35,35,0
2023,12,1085,AFC Champions League Elite,unknown,20,20,0
2023,12,1088,AFC Champions League Two,unknown,19,18,0
2023,12,1107,CAF Champions League,unknown,23,23,0
2023,12,1356,A-League Men,unknown,29,29,0
2023,12,1658,Copa de la Superliga,unknown,8,8,0
2024,1,8,Premier League,S,20,20,0
2024,1,9,Championship,B,43,43,0
2024,1,12,League One,unknown,55,55,0
2024,1,14,League Two,unknown,48,48,0
2024,1,17,Enterprise National League,unknown,48,48,0
2024,1,24,FA Cup,unknown,56,56,0
2024,1,27,Carabao Cup,unknown,4,4,0
2024,1,72,Eredivisie,A,27,27,0
2024,1,74,Eerste Divisie,unknown,29,29,0
2024,1,78,KNVB Beker,unknown,9,9,0
2024,1,82,Bundesliga,S,27,27,0
2024,1,85,2. Bundesliga,B,18,18,0
2024,1,88,3. Liga,unknown,29,29,0
2024,1,109,DFB Pokal,unknown,2,2,0
2024,1,208,Pro League,A,22,22,0
2024,1,211,Challenger Pro League,unknown,20,20,0
2024,1,244,1. HNL,unknown,7,7,0
2024,1,301,Ligue 1,S,18,18,0
2024,1,304,Ligue 2,B,30,30,0
2024,1,307,Coupe de France,unknown,48,48,0
2024,1,325,Super League,unknown,35,35,0
2024,1,372,Ligat ha'Al,unknown,43,43,0
2024,1,384,Serie A,S,36,36,0
2024,1,387,Serie B,B,30,30,0
2024,1,390,Coppa Italia,unknown,8,8,0
2024,1,462,Liga Portugal,A,36,36,0
2024,1,465,Liga Portugal 2,unknown,35,35,0
2024,1,468,Taça De Portugal,unknown,8,8,0
2024,1,474,Superliga,unknown,16,16,0
2024,1,501,Premiership,A,16,16,0
2024,1,564,La Liga,S,39,39,0
2024,1,567,La Liga 2,B,33,33,0
2024,1,570,Copa Del Rey,unknown,28,28,0
2024,1,591,Super League,unknown,17,17,0
2024,1,600,Super Lig,A,60,60,0
2024,1,603,1. Lig,unknown,27,27,0
2024,1,672,Liga BetPlay,A,25,25,0
2024,1,743,Liga MX,A,33,33,0
2024,1,764,Primera Division,unknown,9,9,0
2024,1,809,Ligue 1,unknown,38,38,0
2024,1,830,Premier League,unknown,2,2,0
2024,1,860,Botola Pro,unknown,17,17,0
2024,1,902,Persian Gulf Pro League,unknown,4,4,0
2024,1,1007,Indian Super League,unknown,1,1,0
2024,1,1356,A-League Men,unknown,26,26,0
2024,1,1658,Copa de la Superliga,unknown,24,24,0
2024,2,8,Premier League,S,42,42,0
2024,2,9,Championship,B,64,64,0
2024,2,12,League One,unknown,73,73,0
2024,2,14,League Two,unknown,68,68,0
2024,2,17,Enterprise National League,unknown,68,68,0
2024,2,24,FA Cup,unknown,13,13,0
2024,2,27,Carabao Cup,unknown,1,1,0
2024,2,72,Eredivisie,A,36,36,0
2024,2,74,Eerste Divisie,unknown,41,41,0
2024,2,78,KNVB Beker,unknown,6,6,0
2024,2,82,Bundesliga,S,37,37,0
2024,2,85,2. Bundesliga,B,36,36,0
2024,2,88,3. Liga,unknown,43,43,0
2024,2,109,DFB Pokal,unknown,1,1,0
2024,2,181,Admiral Bundesliga,unknown,18,18,0
2024,2,208,Pro League,A,34,34,0
2024,2,211,Challenger Pro League,unknown,36,36,0
2024,2,229,First League,unknown,16,16,0
2024,2,244,1. HNL,unknown,20,20,0
2024,2,262,Chance Liga,unknown,28,28,0
2024,2,271,Superliga,unknown,12,12,0
2024,2,274,First Division,unknown,6,6,0
2024,2,301,Ligue 1,S,36,36,0
2024,2,304,Ligue 2,B,40,40,0
2024,2,307,Coupe de France,unknown,11,11,0
2024,2,325,Super League,unknown,35,35,0
2024,2,334,NB I,unknown,29,29,0
2024,2,360,Premier Division,unknown,10,10,0
2024,2,372,Ligat ha'Al,unknown,28,28,0
2024,2,384,Serie A,S,44,44,0
2024,2,387,Serie B,B,50,50,0
2024,2,453,Ekstraklasa,A,28,28,0
2024,2,462,Liga Portugal,A,35,35,0
2024,2,465,Liga Portugal 2,unknown,36,36,0
2024,2,468,Taça De Portugal,unknown,5,5,0
2024,2,474,Superliga,unknown,40,40,0
2024,2,501,Premiership,A,33,33,0
2024,2,531,Super Liga,unknown,24,24,0
2024,2,540,Niké Liga,unknown,18,18,0
2024,2,564,La Liga,S,40,40,0
2024,2,567,La Liga 2,B,43,43,0
2024,2,570,Copa Del Rey,unknown,4,4,0
2024,2,591,Super League,unknown,25,25,0
2024,2,600,Super Lig,A,40,40,0
2024,2,603,1. Lig,unknown,36,36,0
2024,2,609,Premier League,unknown,8,8,0
2024,2,654,Copa do Brasil,unknown,38,38,0
2024,2,663,Primera Division,A,13,13,0
2024,2,672,Liga BetPlay,A,62,62,0
2024,2,743,Liga MX,A,47,47,0
2024,2,764,Primera Division,unknown,37,37,0
2024,2,770,Primera Division,unknown,14,14,0
2024,2,779,Major League Soccer,A,15,15,0
2024,2,806,Premier League,unknown,11,11,0
2024,2,809,Ligue 1,unknown,21,21,0
2024,2,827,Ligue 1,unknown,7,7,0
2024,2,830,Premier League,unknown,24,24,0
2024,2,860,Botola Pro,unknown,44,44,0
2024,2,902,Persian Gulf Pro League,unknown,21,21,0
2024,2,938,Stars League,unknown,9,9,0
2024,2,944,Pro League,unknown,22,22,0
2024,2,950,Kings Cup,unknown,1,1,0
2024,2,959,UAE Pro League,unknown,12,12,0
2024,2,968,J1 League,A,10,10,0
2024,2,1007,Indian Super League,unknown,29,29,0
