calendar_year,sm_league_id,league_name,market,n_odds_rows,n_distinct_events_with_row,n_bookmakers,min_fetched_at,max_fetched_at,n_rows_prematch_vs_kickoff,n_events_any_prematch_row_for_this_market
2023,743,Liga MX,Match Winner,426,142,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,743,Liga MX,Goals Over/Under,286,143,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,743,Liga MX,Fulltime Result,201,67,11,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,743,Liga MX,Full Time Result,198,66,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,806,Premier League,Match Winner,375,125,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,806,Premier League,Fulltime Result,375,125,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,806,Premier League,Full Time Result,360,120,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,806,Premier League,Goals Over/Under,250,125,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,809,Ligue 1,Match Winner,243,81,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,809,Ligue 1,Fulltime Result,240,80,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,809,Ligue 1,Full Time Result,237,79,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,809,Ligue 1,Goals Over/Under,162,81,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,827,Ligue 1,Match Winner,312,104,9,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,827,Ligue 1,Fulltime Result,309,103,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,827,Ligue 1,Full Time Result,228,76,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,827,Ligue 1,Goals Over/Under,210,105,11,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,830,Premier League,Match Winner,249,83,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,830,Premier League,Full Time Result,243,81,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,830,Premier League,Fulltime Result,237,79,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,830,Premier League,Goals Over/Under,166,83,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,860,Botola Pro,Fulltime Result,309,103,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,860,Botola Pro,Match Winner,309,103,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,860,Botola Pro,Full Time Result,288,96,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,860,Botola Pro,Goals Over/Under,206,103,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,902,Persian Gulf Pro League,Fulltime Result,345,115,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,902,Persian Gulf Pro League,Match Winner,339,113,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,902,Persian Gulf Pro League,Full Time Result,324,108,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,902,Persian Gulf Pro League,Goals Over/Under,226,113,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,938,Stars League,Match Winner,216,72,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,938,Stars League,Fulltime Result,216,72,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,938,Stars League,Full Time Result,186,62,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,938,Stars League,Goals Over/Under,144,72,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,944,Pro League,Full Time Result,510,170,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,944,Pro League,Fulltime Result,507,169,21,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,944,Pro League,Match Winner,477,159,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,944,Pro League,Goals Over/Under,340,170,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,950,Kings Cup,Full Time Result,81,27,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,950,Kings Cup,Fulltime Result,81,27,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,950,Kings Cup,Match Winner,72,24,11,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,950,Kings Cup,Goals Over/Under,54,27,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,959,UAE Pro League,Fulltime Result,252,84,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,959,UAE Pro League,Match Winner,246,82,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,959,UAE Pro League,Full Time Result,243,81,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,959,UAE Pro League,Goals Over/Under,168,84,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1007,Indian Super League,Fulltime Result,204,68,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1007,Indian Super League,Match Winner,204,68,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1007,Indian Super League,Full Time Result,186,62,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1007,Indian Super League,Goals Over/Under,136,68,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1073,V-League,Fulltime Result,168,56,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1073,V-League,Full Time Result,165,55,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1073,V-League,Match Winner,165,55,12,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1073,V-League,Goals Over/Under,112,56,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1085,AFC Champions League Elite,Fulltime Result,396,132,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1085,AFC Champions League Elite,Match Winner,387,129,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1085,AFC Champions League Elite,Full Time Result,372,124,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1085,AFC Champions League Elite,Goals Over/Under,262,131,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1088,AFC Champions League Two,Fulltime Result,318,106,22,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1088,AFC Champions League Two,Match Winner,312,104,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1088,AFC Champions League Two,Full Time Result,309,103,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1088,AFC Champions League Two,Goals Over/Under,218,109,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1107,CAF Champions League,Match Winner,156,52,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1107,CAF Champions League,Fulltime Result,150,50,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1107,CAF Champions League,Full Time Result,144,48,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1107,CAF Champions League,Goals Over/Under,104,52,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1356,A-League Men,Fulltime Result,177,59,10,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1356,A-League Men,Match Winner,177,59,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1356,A-League Men,Full Time Result,177,59,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1356,A-League Men,Goals Over/Under,118,59,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1658,Copa de la Superliga,Fulltime Result,591,197,21,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1658,Copa de la Superliga,Full Time Result,585,195,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1658,Copa de la Superliga,Match Winner,546,182,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2023,1658,Copa de la Superliga,Goals Over/Under,402,201,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,8,Premier League,Full Time Result,1116,372,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,8,Premier League,Fulltime Result,1116,372,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,8,Premier League,Match Winner,1116,372,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,8,Premier League,Goals Over/Under,744,372,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,9,Championship,Match Winner,1623,541,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,9,Championship,Full Time Result,1623,541,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,9,Championship,Fulltime Result,1620,540,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,9,Championship,Goals Over/Under,1082,541,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,12,League One,Full Time Result,1611,537,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,12,League One,Fulltime Result,1611,537,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,12,League One,Match Winner,1611,537,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,12,League One,Goals Over/Under,1074,537,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,14,League Two,Full Time Result,1599,533,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,14,League Two,Fulltime Result,1599,533,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,14,League Two,Match Winner,1599,533,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,14,League Two,Goals Over/Under,1066,533,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,17,Enterprise National League,Fulltime Result,1608,536,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,17,Enterprise National League,Full Time Result,1608,536,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,17,Enterprise National League,Match Winner,1608,536,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,17,Enterprise National League,Goals Over/Under,1072,536,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,23,Community Shield,Match Winner,3,1,3,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,23,Community Shield,Full Time Result,3,1,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,23,Community Shield,Fulltime Result,3,1,3,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,23,Community Shield,Goals Over/Under,2,1,2,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,24,FA Cup,Fulltime Result,903,301,22,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,24,FA Cup,Full Time Result,879,293,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,24,FA Cup,Match Winner,864,288,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,24,FA Cup,Goals Over/Under,602,301,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,27,Carabao Cup,Match Winner,279,93,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,27,Carabao Cup,Full Time Result,279,93,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,27,Carabao Cup,Fulltime Result,279,93,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,27,Carabao Cup,Goals Over/Under,186,93,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,72,Eredivisie,Full Time Result,951,317,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,72,Eredivisie,Fulltime Result,951,317,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,72,Eredivisie,Match Winner,951,317,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,72,Eredivisie,Goals Over/Under,634,317,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,74,Eerste Divisie,Match Winner,1143,381,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,74,Eerste Divisie,Full Time Result,1143,381,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,74,Eerste Divisie,Fulltime Result,1143,381,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,74,Eerste Divisie,Goals Over/Under,762,381,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,78,KNVB Beker,Full Time Result,288,96,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,78,KNVB Beker,Fulltime Result,285,95,22,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,78,KNVB Beker,Match Winner,276,92,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,78,KNVB Beker,Goals Over/Under,192,96,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,82,Bundesliga,Full Time Result,894,298,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,82,Bundesliga,Fulltime Result,894,298,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,82,Bundesliga,Match Winner,894,298,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,82,Bundesliga,Goals Over/Under,596,298,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,85,2. Bundesliga,Full Time Result,918,306,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,85,2. Bundesliga,Fulltime Result,918,306,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,85,2. Bundesliga,Match Winner,918,306,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,85,2. Bundesliga,Goals Over/Under,612,306,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,88,3. Liga,Match Winner,1119,373,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,88,3. Liga,Full Time Result,1119,373,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,88,3. Liga,Fulltime Result,1119,373,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,88,3. Liga,Goals Over/Under,746,373,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,109,DFB Pokal,Fulltime Result,189,63,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,109,DFB Pokal,Full Time Result,189,63,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,109,DFB Pokal,Match Winner,189,63,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,109,DFB Pokal,Goals Over/Under,126,63,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,181,Admiral Bundesliga,Match Winner,567,189,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,181,Admiral Bundesliga,Full Time Result,567,189,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,181,Admiral Bundesliga,Fulltime Result,567,189,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,181,Admiral Bundesliga,Goals Over/Under,378,189,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,208,Pro League,Full Time Result,940,313,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,208,Pro League,Match Winner,939,313,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,208,Pro League,Fulltime Result,936,312,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,208,Pro League,Goals Over/Under,626,313,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,211,Challenger Pro League,Fulltime Result,729,243,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,211,Challenger Pro League,Match Winner,720,240,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,211,Challenger Pro League,Full Time Result,717,239,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,211,Challenger Pro League,Goals Over/Under,482,241,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,229,First League,Match Winner,828,276,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,229,First League,Full Time Result,825,275,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,229,First League,Fulltime Result,816,272,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,229,First League,Goals Over/Under,552,276,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,244,1. HNL,Fulltime Result,534,178,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,244,1. HNL,Match Winner,534,178,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,244,1. HNL,Full Time Result,531,177,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,244,1. HNL,Goals Over/Under,356,178,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,262,Chance Liga,Fulltime Result,843,281,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,262,Chance Liga,Full Time Result,843,281,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,262,Chance Liga,Match Winner,840,280,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,262,Chance Liga,Goals Over/Under,562,281,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,271,Superliga,Full Time Result,579,193,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,271,Superliga,Fulltime Result,579,193,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,271,Superliga,Match Winner,579,193,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,271,Superliga,Goals Over/Under,386,193,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,274,First Division,Fulltime Result,576,192,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,274,First Division,Full Time Result,576,192,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,274,First Division,Match Winner,573,191,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,274,First Division,Goals Over/Under,384,192,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,292,Veikkausliiga,Match Winner,501,167,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,292,Veikkausliiga,Full Time Result,501,167,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,292,Veikkausliiga,Fulltime Result,501,167,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,292,Veikkausliiga,Goals Over/Under,334,167,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,301,Ligue 1,Full Time Result,867,289,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,301,Ligue 1,Fulltime Result,867,289,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,301,Ligue 1,Match Winner,867,289,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,301,Ligue 1,Goals Over/Under,578,289,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,304,Ligue 2,Full Time Result,1008,336,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,304,Ligue 2,Fulltime Result,1008,336,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,304,Ligue 2,Match Winner,1002,334,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,304,Ligue 2,Goals Over/Under,672,336,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,307,Coupe de France,Fulltime Result,387,129,22,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,307,Coupe de France,Full Time Result,350,117,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,307,Coupe de France,Match Winner,321,107,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,307,Coupe de France,Goals Over/Under,242,121,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,325,Super League,Fulltime Result,741,247,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,325,Super League,Full Time Result,741,247,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,325,Super League,Match Winner,741,247,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,325,Super League,Goals Over/Under,494,247,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,334,NB I,Full Time Result,592,197,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,334,NB I,Fulltime Result,591,197,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,334,NB I,Match Winner,588,196,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,334,NB I,Goals Over/Under,394,197,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,360,Premier Division,Full Time Result,540,180,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,360,Premier Division,Fulltime Result,540,180,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,360,Premier Division,Match Winner,540,180,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,360,Premier Division,Goals Over/Under,360,180,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,372,Ligat ha'Al,Full Time Result,774,258,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,372,Ligat ha'Al,Fulltime Result,771,257,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,372,Ligat ha'Al,Match Winner,765,255,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,372,Ligat ha'Al,Goals Over/Under,516,258,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,384,Serie A,Match Winner,1134,378,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,384,Serie A,Full Time Result,1134,378,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,384,Serie A,Fulltime Result,1134,378,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
