calendar_year,sm_league_id,league_name,market,n_odds_rows,n_distinct_events_with_row,n_bookmakers,min_fetched_at,max_fetched_at,n_rows_prematch_vs_kickoff,n_events_any_prematch_row_for_this_market
2024,384,Serie A,Goals Over/Under,756,378,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,387,Serie B,Full Time Result,1200,400,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,387,Serie B,Fulltime Result,1200,400,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,387,Serie B,Match Winner,1200,400,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,387,Serie B,Goals Over/Under,800,400,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,390,Coppa Italia,Match Winner,147,49,12,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,390,Coppa Italia,Full Time Result,147,49,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,390,Coppa Italia,Fulltime Result,147,49,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,390,Coppa Italia,Goals Over/Under,98,49,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,444,Eliteserien,Full Time Result,720,240,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,444,Eliteserien,Fulltime Result,720,240,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,444,Eliteserien,Match Winner,717,239,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,444,Eliteserien,Goals Over/Under,480,240,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,453,Ekstraklasa,Full Time Result,900,300,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,453,Ekstraklasa,Fulltime Result,900,300,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,453,Ekstraklasa,Match Winner,900,300,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,453,Ekstraklasa,Goals Over/Under,600,300,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,462,Liga Portugal,Fulltime Result,945,315,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,462,Liga Portugal,Full Time Result,945,315,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,462,Liga Portugal,Match Winner,945,315,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,462,Liga Portugal,Goals Over/Under,630,315,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,465,Liga Portugal 2,Match Winner,921,307,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,465,Liga Portugal 2,Full Time Result,921,307,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,465,Liga Portugal 2,Fulltime Result,921,307,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,465,Liga Portugal 2,Goals Over/Under,614,307,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,468,Taça De Portugal,Fulltime Result,369,123,21,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,468,Taça De Portugal,Full Time Result,351,117,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,468,Taça De Portugal,Match Winner,288,96,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,468,Taça De Portugal,Goals Over/Under,234,117,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,474,Superliga,Match Winner,951,317,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,474,Superliga,Full Time Result,951,317,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,474,Superliga,Fulltime Result,948,316,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,474,Superliga,Goals Over/Under,634,317,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,486,Premier League,Fulltime Result,717,239,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,486,Premier League,Match Winner,711,237,6,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,486,Premier League,Goals Over/Under,474,237,6,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,489,FNL,Match Winner,945,315,6,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,489,FNL,Fulltime Result,939,313,8,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,489,FNL,Goals Over/Under,630,315,6,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,492,Russian Cup,Match Winner,411,137,6,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,492,Russian Cup,Fulltime Result,360,120,12,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,492,Russian Cup,Goals Over/Under,274,137,6,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,501,Premiership,Full Time Result,681,227,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,501,Premiership,Fulltime Result,681,227,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,501,Premiership,Match Winner,681,227,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,501,Premiership,Goals Over/Under,454,227,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,513,Premiership Play-Offs,Match Winner,18,6,10,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,513,Premiership Play-Offs,Full Time Result,18,6,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,513,Premiership Play-Offs,Fulltime Result,18,6,7,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,513,Premiership Play-Offs,Goals Over/Under,12,6,7,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,531,Super Liga,Match Winner,909,303,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,531,Super Liga,Fulltime Result,906,302,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,531,Super Liga,Full Time Result,906,302,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,531,Super Liga,Goals Over/Under,608,304,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,540,Niké Liga,Full Time Result,576,192,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,540,Niké Liga,Fulltime Result,576,192,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,540,Niké Liga,Match Winner,576,192,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,540,Niké Liga,Goals Over/Under,384,192,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,564,La Liga,Full Time Result,1143,381,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,564,La Liga,Match Winner,1143,381,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,564,La Liga,Fulltime Result,1140,380,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,564,La Liga,Goals Over/Under,762,381,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,567,La Liga 2,Full Time Result,1398,466,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,567,La Liga 2,Fulltime Result,1398,466,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,567,La Liga 2,Match Winner,1398,466,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,567,La Liga 2,Goals Over/Under,932,466,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,570,Copa Del Rey,Fulltime Result,375,125,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,570,Copa Del Rey,Full Time Result,373,125,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,570,Copa Del Rey,Match Winner,360,120,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,570,Copa Del Rey,Goals Over/Under,250,125,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,573,Allsvenskan,Full Time Result,720,240,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,573,Allsvenskan,Fulltime Result,720,240,12,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,573,Allsvenskan,Match Winner,720,240,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,573,Allsvenskan,Goals Over/Under,480,240,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,591,Super League,Full Time Result,684,228,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,591,Super League,Fulltime Result,684,228,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,591,Super League,Match Winner,684,228,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,591,Super League,Goals Over/Under,456,228,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,600,Super Lig,Full Time Result,1089,363,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,600,Super Lig,Fulltime Result,1089,363,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,600,Super Lig,Match Winner,1089,363,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,600,Super Lig,Goals Over/Under,726,363,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,603,1. Lig,Fulltime Result,975,325,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,603,1. Lig,Match Winner,969,323,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,603,1. Lig,Full Time Result,960,320,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,603,1. Lig,Goals Over/Under,644,322,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,609,Premier League,Match Winner,738,246,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,609,Premier League,Full Time Result,735,245,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,609,Premier League,Fulltime Result,702,234,21,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,609,Premier League,Goals Over/Under,492,246,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,636,Liga Profesional de Fútbol,Fulltime Result,1134,378,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,636,Liga Profesional de Fútbol,Full Time Result,1134,378,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,636,Liga Profesional de Fútbol,Match Winner,1131,377,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,636,Liga Profesional de Fútbol,Goals Over/Under,756,378,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,648,Serie A,Match Winner,1140,380,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,648,Serie A,Full Time Result,1140,380,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,648,Serie A,Fulltime Result,1140,380,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,648,Serie A,Goals Over/Under,760,380,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,651,Serie B,Full Time Result,1137,379,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,651,Serie B,Fulltime Result,1137,379,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,651,Serie B,Match Winner,1137,379,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,651,Serie B,Goals Over/Under,760,380,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,654,Copa do Brasil,Fulltime Result,363,121,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,654,Copa do Brasil,Match Winner,360,120,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,654,Copa do Brasil,Full Time Result,360,120,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,654,Copa do Brasil,Goals Over/Under,242,121,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,663,Primera Division,Full Time Result,720,240,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,663,Primera Division,Fulltime Result,720,240,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,663,Primera Division,Match Winner,720,240,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,663,Primera Division,Goals Over/Under,480,240,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,672,Liga BetPlay,Full Time Result,1287,429,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,672,Liga BetPlay,Match Winner,1281,427,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,672,Liga BetPlay,Fulltime Result,1233,411,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,672,Liga BetPlay,Goals Over/Under,864,432,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,743,Liga MX,Fulltime Result,1020,340,19,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,743,Liga MX,Full Time Result,1020,340,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,743,Liga MX,Match Winner,1020,340,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,743,Liga MX,Goals Over/Under,680,340,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,764,Primera Division,Full Time Result,917,306,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,764,Primera Division,Fulltime Result,915,305,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,764,Primera Division,Match Winner,903,301,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,764,Primera Division,Goals Over/Under,612,306,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,770,Primera Division,Fulltime Result,891,297,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,770,Primera Division,Full Time Result,891,297,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,770,Primera Division,Match Winner,891,297,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,770,Primera Division,Goals Over/Under,594,297,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,779,Major League Soccer,Match Winner,1566,522,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,779,Major League Soccer,Full Time Result,1566,522,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,779,Major League Soccer,Fulltime Result,1566,522,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,779,Major League Soccer,Goals Over/Under,1044,522,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,806,Premier League,Full Time Result,600,200,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,806,Premier League,Fulltime Result,594,198,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,806,Premier League,Match Winner,591,197,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,806,Premier League,Goals Over/Under,400,200,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,809,Ligue 1,Match Winner,795,265,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,809,Ligue 1,Fulltime Result,792,264,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,809,Ligue 1,Full Time Result,756,252,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,809,Ligue 1,Goals Over/Under,530,265,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,827,Ligue 1,Fulltime Result,444,148,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,827,Ligue 1,Full Time Result,327,109,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,827,Ligue 1,Match Winner,324,108,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,827,Ligue 1,Goals Over/Under,250,125,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,830,Premier League,Match Winner,843,281,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,830,Premier League,Full Time Result,828,276,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,830,Premier League,Fulltime Result,813,271,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,830,Premier League,Goals Over/Under,566,283,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,860,Botola Pro,Fulltime Result,795,265,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,860,Botola Pro,Full Time Result,789,263,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,860,Botola Pro,Match Winner,786,262,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,860,Botola Pro,Goals Over/Under,530,265,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,902,Persian Gulf Pro League,Fulltime Result,660,220,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,902,Persian Gulf Pro League,Match Winner,630,210,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,902,Persian Gulf Pro League,Full Time Result,600,200,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,902,Persian Gulf Pro League,Goals Over/Under,434,217,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,938,Stars League,Match Winner,378,126,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,938,Stars League,Fulltime Result,375,125,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,938,Stars League,Full Time Result,375,125,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,938,Stars League,Goals Over/Under,252,126,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,944,Pro League,Match Winner,759,253,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,944,Pro League,Full Time Result,759,253,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,944,Pro League,Fulltime Result,759,253,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,944,Pro League,Goals Over/Under,506,253,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,950,Kings Cup,Full Time Result,84,28,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,950,Kings Cup,Fulltime Result,84,28,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,950,Kings Cup,Match Winner,75,25,10,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,950,Kings Cup,Goals Over/Under,56,28,12,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,959,UAE Pro League,Full Time Result,501,167,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,959,UAE Pro League,Fulltime Result,501,167,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,959,UAE Pro League,Match Winner,501,167,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,959,UAE Pro League,Goals Over/Under,334,167,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,968,J1 League,Full Time Result,1140,380,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,968,J1 League,Fulltime Result,1140,380,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,968,J1 League,Match Winner,1140,380,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,968,J1 League,Goals Over/Under,760,380,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,989,Super League,Match Winner,717,239,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,989,Super League,Fulltime Result,702,234,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,989,Super League,Full Time Result,687,229,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,989,Super League,Goals Over/Under,480,240,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1007,Indian Super League,Fulltime Result,465,155,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1007,Indian Super League,Match Winner,462,154,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1007,Indian Super League,Full Time Result,462,154,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1007,Indian Super League,Goals Over/Under,310,155,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1034,K League 1,Full Time Result,684,228,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1034,K League 1,Match Winner,684,228,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1034,K League 1,Fulltime Result,684,228,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1034,K League 1,Goals Over/Under,456,228,13,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1073,V-League,Full Time Result,567,189,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1073,V-League,Match Winner,564,188,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1073,V-League,Fulltime Result,561,187,17,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1073,V-League,Goals Over/Under,378,189,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1085,AFC Champions League Elite,Match Winner,306,102,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1085,AFC Champions League Elite,Full Time Result,306,102,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1085,AFC Champions League Elite,Fulltime Result,306,102,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1085,AFC Champions League Elite,Goals Over/Under,204,102,16,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1088,AFC Champions League Two,Fulltime Result,318,106,18,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1088,AFC Champions League Two,Match Winner,315,105,15,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1088,AFC Champions League Two,Full Time Result,306,102,1,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1088,AFC Champions League Two,Goals Over/Under,212,106,14,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
2024,1107,CAF Champions League,Fulltime Result,300,100,20,2026-04-21 23:05:50.211909-05:00,2026-04-21 23:05:50.211909-05:00,0,0
