shadow_pick_id,source_run_key,operating_day_key,bt2_event_id,sm_fixture_id,sm_league_id,league_name,legacy_exclusion,shadow_native_exclusion,legacy_eligible,shadow_native_eligible
431,shadow-subset5-backfill-2026-03,2026-03-07,,19425156,384,Serie A,missing_bt2_event_id,shadow_native_value_pool_failed,False,False
441,shadow-subset5-backfill-2026-03,2026-03-07,,19439516,564,La Liga,missing_bt2_event_id,eligible_shadow_native,False,True
442,shadow-subset5-backfill-2026-03,2026-03-07,,19439515,564,La Liga,missing_bt2_event_id,eligible_shadow_native,False,True
443,shadow-subset5-backfill-2026-03,2026-03-07,,19439511,564,La Liga,missing_bt2_event_id,eligible_shadow_native,False,True
444,shadow-subset5-backfill-2026-03,2026-03-07,,19439510,564,La Liga,missing_bt2_event_id,eligible_shadow_native,False,True
409,shadow-subset5-backfill-2026-03,2026-03-08,,19433696,82,Bundesliga,missing_bt2_event_id,eligible_shadow_native,False,True
419,shadow-subset5-backfill-2026-03,2026-03-08,,19467856,301,Ligue 1,missing_bt2_event_id,shadow_native_value_pool_failed,False,False
420,shadow-subset5-backfill-2026-03,2026-03-08,,19467855,301,Ligue 1,missing_bt2_event_id,eligible_shadow_native,False,True
421,shadow-subset5-backfill-2026-03,2026-03-08,,19467857,301,Ligue 1,missing_bt2_event_id,eligible_shadow_native,False,True
432,shadow-subset5-backfill-2026-03,2026-03-08,,19425158,384,Serie A,missing_bt2_event_id,eligible_shadow_native,False,True
433,shadow-subset5-backfill-2026-03,2026-03-08,,19425152,384,Serie A,missing_bt2_event_id,eligible_shadow_native,False,True
445,shadow-subset5-backfill-2026-03,2026-03-08,,19439519,564,La Liga,missing_bt2_event_id,eligible_shadow_native,False,True
206,shadow-subset5-backfill-2026-04,2026-04-10,102344,19427726,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
230,shadow-subset5-backfill-2026-04,2026-04-10,102337,19467890,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
231,shadow-subset5-backfill-2026-04,2026-04-10,102338,19467894,301,Ligue 1,value_pool_failed_no_complete_market_family,shadow_native_value_pool_failed,False,False
242,shadow-subset5-backfill-2026-04,2026-04-10,102353,19425199,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
254,shadow-subset5-backfill-2026-04,2026-04-10,102328,19439557,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
207,shadow-subset5-backfill-2026-04,2026-04-11,102345,19427721,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
208,shadow-subset5-backfill-2026-04,2026-04-11,102346,19427194,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
209,shadow-subset5-backfill-2026-04,2026-04-11,102347,19427722,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
210,shadow-subset5-backfill-2026-04,2026-04-11,102348,19427197,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
232,shadow-subset5-backfill-2026-04,2026-04-11,102339,19467891,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
233,shadow-subset5-backfill-2026-04,2026-04-11,102340,19467893,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
243,shadow-subset5-backfill-2026-04,2026-04-11,102354,19425193,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
244,shadow-subset5-backfill-2026-04,2026-04-11,102355,19425200,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
245,shadow-subset5-backfill-2026-04,2026-04-11,102356,19425197,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
246,shadow-subset5-backfill-2026-04,2026-04-11,102357,19425191,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
255,shadow-subset5-backfill-2026-04,2026-04-11,102329,19439558,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
256,shadow-subset5-backfill-2026-04,2026-04-11,102330,19439553,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
257,shadow-subset5-backfill-2026-04,2026-04-11,102331,19439551,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
258,shadow-subset5-backfill-2026-04,2026-04-11,102332,19439559,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
211,shadow-subset5-backfill-2026-04,2026-04-12,102349,19427196,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
212,shadow-subset5-backfill-2026-04,2026-04-12,102350,19427724,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
213,shadow-subset5-backfill-2026-04,2026-04-12,102351,19427725,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
214,shadow-subset5-backfill-2026-04,2026-04-12,102352,19427195,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
234,shadow-subset5-backfill-2026-04,2026-04-12,102341,19467886,301,Ligue 1,value_pool_failed_no_complete_market_family,eligible_shadow_native,False,True
235,shadow-subset5-backfill-2026-04,2026-04-12,102342,19467887,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
247,shadow-subset5-backfill-2026-04,2026-04-12,102358,19425196,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
248,shadow-subset5-backfill-2026-04,2026-04-12,102359,19425198,384,Serie A,value_pool_failed_no_complete_market_family,eligible_shadow_native,False,True
249,shadow-subset5-backfill-2026-04,2026-04-12,102360,19425192,384,Serie A,value_pool_failed_no_complete_market_family,eligible_shadow_native,False,True
250,shadow-subset5-backfill-2026-04,2026-04-12,102361,19425194,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
259,shadow-subset5-backfill-2026-04,2026-04-12,102333,19439556,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
260,shadow-subset5-backfill-2026-04,2026-04-12,102334,19439555,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
261,shadow-subset5-backfill-2026-04,2026-04-12,102335,19439552,564,La Liga,value_pool_failed_no_complete_market_family,eligible_shadow_native,False,True
262,shadow-subset5-backfill-2026-04,2026-04-12,102336,19439550,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
215,shadow-subset5-backfill-2026-04,2026-04-13,102542,19427723,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
251,shadow-subset5-backfill-2026-04,2026-04-13,102543,19425195,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
263,shadow-subset5-backfill-2026-04,2026-04-13,102541,19439554,564,La Liga,value_pool_failed_no_complete_market_family,eligible_shadow_native,False,True
237,shadow-subset5-backfill-2026-04,2026-04-17,102609,19467900,301,Ligue 1,no_local_snapshot_before_t60,eligible_shadow_native,False,True
252,shadow-subset5-backfill-2026-04,2026-04-17,102632,19425209,384,Serie A,no_local_snapshot_before_t60,eligible_shadow_native,False,True
253,shadow-subset5-backfill-2026-04,2026-04-17,102633,19425203,384,Serie A,no_local_snapshot_before_t60,shadow_native_value_pool_failed,False,False
216,shadow-subset5-backfill-2026-04,2026-04-18,102619,19427729,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
217,shadow-subset5-backfill-2026-04,2026-04-18,102620,19427733,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
238,shadow-subset5-backfill-2026-04,2026-04-18,102610,19467898,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
239,shadow-subset5-backfill-2026-04,2026-04-18,102611,19467901,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
240,shadow-subset5-backfill-2026-04,2026-04-18,102612,19467895,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
241,shadow-subset5-backfill-2026-04,2026-04-19,102613,19467903,301,Ligue 1,eligible_legacy_local,eligible_shadow_native,True,True
193,shadow-daily-2026-04-20,2026-04-20,102628,19427731,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
194,shadow-daily-2026-04-20,2026-04-20,102641,19425205,384,Serie A,eligible_legacy_local,eligible_shadow_native,True,True
195,shadow-daily-2026-04-21,2026-04-21,102629,19427198,8,Premier League,no_local_snapshot_before_t60,eligible_shadow_native,False,True
196,shadow-daily-2026-04-21,2026-04-21,102602,19439570,564,La Liga,no_local_snapshot_before_t60,eligible_shadow_native,False,True
197,shadow-daily-2026-04-21,2026-04-21,102603,19439575,564,La Liga,no_local_snapshot_before_t60,eligible_shadow_native,False,True
198,shadow-daily-2026-04-21,2026-04-21,102604,19439573,564,La Liga,no_local_snapshot_before_t60,eligible_shadow_native,False,True
199,shadow-daily-2026-04-21,2026-04-21,102605,19439577,564,La Liga,no_local_snapshot_before_t60,shadow_native_value_pool_failed,False,False
264,shadow-subset5-backfill-2026-04,2026-04-21,102602,19439570,564,La Liga,no_local_snapshot_before_t60,eligible_shadow_native,False,True
265,shadow-subset5-backfill-2026-04,2026-04-21,102603,19439575,564,La Liga,no_local_snapshot_before_t60,eligible_shadow_native,False,True
200,shadow-daily-2026-04-22,2026-04-22,102630,19427199,8,Premier League,value_pool_failed_no_complete_market_family,shadow_native_value_pool_failed,False,False
201,shadow-daily-2026-04-22,2026-04-22,102631,19427739,8,Premier League,eligible_legacy_local,eligible_shadow_native,True,True
202,shadow-daily-2026-04-22,2026-04-22,102618,19467866,301,Ligue 1,value_pool_failed_no_complete_market_family,shadow_native_value_pool_failed,False,False
203,shadow-daily-2026-04-22,2026-04-22,102606,19439572,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
204,shadow-daily-2026-04-22,2026-04-22,102607,19439579,564,La Liga,eligible_legacy_local,eligible_shadow_native,True,True
205,shadow-daily-2026-04-22,2026-04-22,102608,19439571,564,La Liga,value_pool_failed_no_complete_market_family,shadow_native_value_pool_failed,False,False
189,shadow-daily-2026-04-27,2026-04-27,,19427202,8,Premier League,missing_bt2_event_id,eligible_shadow_native,False,True
190,shadow-daily-2026-04-27,2026-04-27,,19425212,384,Serie A,missing_bt2_event_id,eligible_shadow_native,False,True
191,shadow-daily-2026-04-27,2026-04-27,,19425216,384,Serie A,missing_bt2_event_id,eligible_shadow_native,False,True
192,shadow-daily-2026-04-27,2026-04-27,,19439562,564,La Liga,missing_bt2_event_id,eligible_shadow_native,False,True
