run_key,shadow_daily_pick_id,sm_fixture_id,bt2_event_id,kickoff_utc,league,eval_status,evaluation_reason,truth_source_at_eval,local_event_status,local_result_home,local_result_away,sm_http_status,sm_event_status,sm_result_home,sm_result_away,sm_has_ft_score,sm_error_message,merged_result_home,merged_result_away,merged_truth_source_sim,root_cause_primary,root_cause_detail,eval_stored_home,eval_stored_away
shadow-dsr-native-full-20260428-214014,625,19425117,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,626,19425120,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,5,True,,0,5,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,627,19439474,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,2,True,,0,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,628,19439470,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,4,2,True,,4,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,629,19439477,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,1,True,,1,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,630,19439471,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,631,19433665,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,4,0,True,,4,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,632,19427157,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,633,19427159,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,634,19427162,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,635,19427155,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,636,19433690,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,4,0,True,,4,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,637,19433685,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,0,True,,2,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,638,19433687,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,2,True,,1,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,639,19467843,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,0,True,,1,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,640,19467847,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,0,True,,1,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,641,19467848,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,2,True,,2,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,642,19467849,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,643,19425142,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,2,True,,0,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,644,19425148,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,645,19425149,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,0,True,,2,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,646,19425147,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,3,3,True,,3,3,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,647,19439501,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,2,True,,2,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,648,19439509,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,0,True,,1,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,649,19439506,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,2,True,,2,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,650,19439502,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,2,True,,1,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,651,19425146,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,652,19425150,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,3,0,True,,3,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,653,19439507,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,654,19427166,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,0,True,,0,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,655,19427168,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,0,True,,2,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,656,19427170,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,657,19427174,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,658,19427165,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,4,True,,1,4,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,659,19427167,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,660,19427169,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,661,19427171,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,2,True,,2,2,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,662,19433623,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,0,1,True,,0,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,663,19439475,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,3,0,True,,3,0,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,664,19467851,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,1,3,True,,1,3,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
shadow-dsr-native-full-20260428-214014,665,19425160,,,,pending_result,dsr_parse_status=ok,toa_payload_only_v1,,,,200,FT,2,1,True,,2,1,sportmonks_fixture_api_v1,falta de enlace limpio,sin bt2_event_id; solo sm_fixture_id (evaluación depende de SM/merge),,
